LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,0, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,-16, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,-16, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,,88:C3:97:04:EC:11,-16, ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:36,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:37,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:37,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-15, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:37,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-15, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:37,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:37,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:37,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-15, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:37,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-15, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:37,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:37,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:38,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-15, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:38,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:38,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:38,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:38,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:38,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:38,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:38,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:38,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:38,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-15, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:39,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-15, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:39,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-15, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:39,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:39,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:39,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:39,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:39,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:39,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-15, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:39,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-15, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:39,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:40,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-12-04 16:55:41,1900-01-00 00:00:00,Xiaomi_EC10,88:C3:97:04:EC:11,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
